,Name,Author,User Rating,Price,Year,Genre,Unnamed: 0,Reviews
241,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,20,2013,Fiction,240.0,33844.0
242,The Great Gatsby,F. Scott Fitzgerald,4.4,7,2013,Fiction,241.0,11616.0
243,"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,14,2013,Fiction,242.0,6982.0
244,The Legend of Zelda: Hyrule Historia,Patrick Thorpe,4.9,20,2013,Fiction,243.0,5396.0
245,The Official SAT Study Guide,The College Board,4.4,40,2013,Non Fiction,244.0,1201.0
246,"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,17,2013,Non Fiction,245.0,2663.0
247,The Very Hungry Caterpillar,Eric Carle,4.9,5,2013,Fiction,246.0,19546.0
248,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,15,2013,Non Fiction,247.0,7034.0
249,To Kill a Mockingbird,Harper Lee,4.8,0,2013,Fiction,248.0,26234.0
250,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,6,2013,Non Fiction,249.0,7497.0
251,Wonder,R. J. Palacio,4.8,9,2013,Fiction,250.0,21625.0
252,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,4.7,30,2014,Fiction,251.0,19735.0
253,All the Light We Cannot See,Anthony Doerr,4.6,14,2014,Fiction,252.0,36348.0
254,Capital in the Twenty First Century,Thomas Piketty,4.5,28,2014,Non Fiction,253.0,2884.0
255,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,4.5,105,2014,Non Fiction,254.0,6679.0
256,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,4.8,22,2014,Fiction,255.0,6540.0
257,Divergent,Veronica Roth,4.6,15,2014,Fiction,256.0,27098.0
258,Divergent / Insurgent,Veronica Roth,4.5,6,2014,Fiction,257.0,17684.0
259,First 100 Words,Roger Priddy,4.7,4,2014,Non Fiction,258.0,17323.0
260,Frozen (Little Golden Book),RH Disney,4.7,0,2014,Fiction,259.0,3642.0
261,Gone Girl,Gillian Flynn,4.0,9,2014,Fiction,260.0,57271.0
262,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,4.6,10,2014,Non Fiction,261.0,5972.0
263,How to Win Friends & Influence People,Dale Carnegie,4.7,11,2014,Non Fiction,262.0,25001.0
264,Humans of New York,Brandon Stanton,4.8,15,2014,Non Fiction,263.0,3490.0
265,If I Stay,Gayle Forman,4.3,9,2014,Fiction,264.0,7153.0
266,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,8,2014,Non Fiction,265.0,19576.0
267,JOURNEY TO THE ICE P,RH Disney,4.6,0,2014,Fiction,266.0,978.0
268,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,6,2014,Non Fiction,267.0,10927.0
269,Knock-Knock Jokes for Kids,Rob Elliott,4.5,4,2014,Non Fiction,268.0,3673.0
270,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,4,2014,Non Fiction,269.0,6990.0
271,Little Blue Truck,Alice Schertle,4.9,0,2014,Fiction,270.0,1884.0
272,Looking for Alaska,John Green,4.5,7,2014,Fiction,271.0,8491.0
273,Love You Forever,Robert Munsch,4.8,5,2014,Fiction,272.0,18613.0
274,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,4.5,20,2014,Non Fiction,273.0,1386.0
275,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,10,2014,Non Fiction,274.0,5542.0
276,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8,2014,Fiction,275.0,21834.0
277,Orphan Train,Christina Baker Kline,4.6,11,2014,Fiction,276.0,21930.0
278,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,46,2014,Non Fiction,277.0,8580.0
279,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,12,2014,Fiction,278.0,3836.0
280,StrengthsFinder 2.0,Gallup,4.0,17,2014,Non Fiction,279.0,5069.0
281,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,28,2014,Non Fiction,280.0,3477.0
282,The Alchemist,Paulo Coelho,4.7,39,2014,Fiction,281.0,35799.0
283,The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,11,2014,Fiction,282.0,6600.0
284,The Book Thief,Markus Zusak,4.6,6,2014,Fiction,283.0,23148.0
285,The Book with No Pictures,B. J. Novak,4.8,8,2014,Fiction,284.0,8081.0
286,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,12,2014,Non Fiction,285.0,23358.0
287,The Day the Crayons Quit,Drew Daywalt,4.8,9,2014,Fiction,286.0,8922.0
288,The Fault in Our Stars,John Green,4.7,7,2014,Fiction,287.0,50482.0
289,The Fault in Our Stars,John Green,4.7,13,2014,Fiction,288.0,50482.0
290,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,20,2014,Fiction,289.0,33844.0
291,The Great Gatsby,F. Scott Fitzgerald,4.4,7,2014,Fiction,290.0,11616.0
292,The Maze Runner (Book 1),James Dashner,4.5,8,2014,Fiction,291.0,10101.0
293,The Official SAT Study Guide,The College Board,4.4,40,2014,Non Fiction,292.0,1201.0
294,The Very Hungry Caterpillar,Eric Carle,4.9,5,2014,Fiction,293.0,19546.0
295,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,23,2014,Non Fiction,294.0,11128.0
296,To Kill a Mockingbird,Harper Lee,4.8,0,2014,Fiction,295.0,26234.0
297,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,5,2014,Fiction,296.0,2586.0
298,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,13,2014,Non Fiction,297.0,29673.0
299,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,16,2014,Non Fiction,298.0,29673.0
300,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,17,2014,Non Fiction,299.0,9292.0
301,Wonder,R. J. Palacio,4.8,9,2014,Fiction,300.0,21625.0
302,Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,4.6,6,2015,Non Fiction,301.0,2925.0
303,Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,4.4,6,2015,Non Fiction,302.0,2951.0
304,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Coloring Books for Adults,4.5,8,2015,Non Fiction,303.0,2426.0
305,All the Light We Cannot See,Anthony Doerr,4.6,14,2015,Fiction,304.0,36348.0
306,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,4.6,9,2015,Non Fiction,305.0,15921.0
307,Baby Touch and Feel: Animals,DK,4.6,5,2015,Non Fiction,306.0,5360.0
308,Balance (Angie's Extreme Stress Menders),Angie Grace,4.6,11,2015,Non Fiction,307.0,1909.0
309,Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.8,15,2015,Non Fiction,308.0,11113.0
310,Between the World and Me,Ta-Nehisi Coates,4.7,13,2015,Non Fiction,309.0,10070.0
311,Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,4,2015,Non Fiction,310.0,4022.0
312,Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,5,2015,Non Fiction,311.0,3871.0
313,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,5,2015,Fiction,312.0,10922.0
314,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,4.6,5,2015,Non Fiction,313.0,2134.0
315,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",Johanna Basford,4.7,9,2015,Non Fiction,314.0,5413.0
316,First 100 Words,Roger Priddy,4.7,4,2015,Non Fiction,315.0,17323.0
317,Giraffes Can't Dance,Giles Andreae,4.8,4,2015,Fiction,316.0,14038.0
318,Go Set a Watchman: A Novel,Harper Lee,3.6,19,2015,Fiction,317.0,14982.0
319,Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,4.4,14,2015,Fiction,318.0,25624.0
320,Harry Potter Coloring Book,Scholastic,4.7,9,2015,Non Fiction,319.0,3564.0
321,How to Win Friends & Influence People,Dale Carnegie,4.7,11,2015,Non Fiction,320.0,25001.0
322,Humans of New York : Stories,Brandon Stanton,4.9,17,2015,Non Fiction,321.0,2812.0
323,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,8,2015,Non Fiction,322.0,19576.0
324,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,5,2015,Non Fiction,323.0,5235.0
325,Knock-Knock Jokes for Kids,Rob Elliott,4.5,4,2015,Non Fiction,324.0,3673.0
326,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,4,2015,Non Fiction,325.0,6990.0
327,Love You Forever,Robert Munsch,4.8,5,2015,Fiction,326.0,18613.0
328,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,10,2015,Non Fiction,327.0,5542.0
329,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8,2015,Fiction,328.0,21834.0
330,Old School (Diary of a Wimpy Kid #10),Jeff Kinney,4.8,7,2015,Fiction,329.0,6169.0
331,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,46,2015,Non Fiction,330.0,8580.0
332,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9,2015,Non Fiction,331.0,9366.0
333,StrengthsFinder 2.0,Gallup,4.0,17,2015,Non Fiction,332.0,5069.0
334,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,8,2015,Non Fiction,333.0,25554.0
335,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,16,2015,Non Fiction,334.0,4725.0
336,The Book with No Pictures,B. J. Novak,4.8,8,2015,Fiction,335.0,8081.0
337,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,12,2015,Non Fiction,336.0,23358.0
338,The Day the Crayons Quit,Drew Daywalt,4.8,9,2015,Fiction,337.0,8922.0
339,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,6,2015,Non Fiction,338.0,23308.0
340,The Girl on the Train,Paula Hawkins,4.1,18,2015,Fiction,339.0,79446.0
341,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,11,2015,Non Fiction,340.0,22641.0
342,The Martian,Andy Weir,4.7,9,2015,Fiction,341.0,39459.0
343,The Nightingale: A Novel,Kristin Hannah,4.8,11,2015,Fiction,342.0,49288.0
344,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,4.8,14,2015,Non Fiction,343.0,3428.0
345,The Very Hungry Caterpillar,Eric Carle,4.9,5,2015,Fiction,344.0,19546.0
346,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,16,2015,Non Fiction,345.0,7508.0
347,The Wright Brothers,David McCullough,4.7,16,2015,Non Fiction,346.0,6169.0
348,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,23,2015,Non Fiction,347.0,11128.0
349,To Kill a Mockingbird,Harper Lee,4.8,0,2015,Fiction,348.0,26234.0
350,What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,14,2015,Fiction,349.0,1873.0
351,Wonder,R. J. Palacio,4.8,9,2015,Fiction,350.0,21625.0
352,10-Day Green Smoothie Cleanse,JJ Smith,4.7,8,2016,Non Fiction,351.0,17350.0
353,A Man Called Ove: A Novel,Fredrik Backman,4.6,8,2016,Fiction,352.0,23848.0
354,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Adult Coloring Book Designs,4.5,4,2016,Non Fiction,353.0,2313.0
355,Alexander Hamilton,Ron Chernow,4.8,13,2016,Non Fiction,354.0,9198.0
356,Between the World and Me,Ta-Nehisi Coates,4.7,13,2016,Non Fiction,355.0,10070.0
357,Born to Run,Bruce Springsteen,4.7,18,2016,Non Fiction,356.0,3729.0
358,Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),Sasha O'Hara,4.6,4,2016,Non Fiction,357.0,10369.0
359,Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,4.7,16,2016,Non Fiction,358.0,4761.0
360,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,5,2016,Fiction,359.0,10922.0
361,Double Down (Diary of a Wimpy Kid #11),Jeff Kinney,4.8,20,2016,Fiction,360.0,5118.0
362,Fahrenheit 451,Ray Bradbury,4.6,8,2016,Fiction,361.0,10721.0
363,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,4.7,15,2016,Fiction,362.0,4370.0
364,First 100 Words,Roger Priddy,4.7,4,2016,Non Fiction,363.0,17323.0
365,Giraffes Can't Dance,Giles Andreae,4.8,4,2016,Fiction,364.0,14038.0
366,Hamilton: The Revolution,Lin-Manuel Miranda,4.9,54,2016,Non Fiction,365.0,5867.0
367,"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",J.K. Rowling,4.9,30,2016,Fiction,366.0,19622.0
368,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,4.0,12,2016,Fiction,367.0,23973.0
369,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,4.9,22,2016,Fiction,368.0,10052.0
370,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,4.8,52,2016,Fiction,369.0,13471.0
371,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,14,2016,Non Fiction,370.0,15526.0
372,How to Win Friends & Influence People,Dale Carnegie,4.7,11,2016,Non Fiction,371.0,25001.0
373,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,8,2016,Non Fiction,372.0,19576.0
374,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,6,2016,Non Fiction,373.0,8916.0
375,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,4,2016,Non Fiction,374.0,6990.0
376,Milk and Honey,Rupi Kaur,4.7,8,2016,Non Fiction,375.0,17739.0
377,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,10,2016,Non Fiction,376.0,5542.0
378,Night (Night),Elie Wiesel,4.7,9,2016,Non Fiction,377.0,5178.0
379,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8,2016,Fiction,378.0,21834.0
380,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,9,2016,Fiction,379.0,3503.0
381,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,46,2016,Non Fiction,380.0,8580.0
382,StrengthsFinder 2.0,Gallup,4.0,17,2016,Non Fiction,381.0,5069.0
383,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,8,2016,Non Fiction,382.0,25554.0
384,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,16,2016,Non Fiction,383.0,4725.0
385,The Constitution of the United States,Delegates of the Constitutional,4.8,0,2016,Non Fiction,384.0,2774.0
386,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,6,2016,Non Fiction,385.0,23308.0
387,The Girl on the Train,Paula Hawkins,4.1,7,2016,Fiction,386.0,79446.0
388,The Going-To-Bed Book,Sandra Boynton,4.8,5,2016,Fiction,387.0,5249.0
389,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,11,2016,Non Fiction,388.0,22641.0
390,The Magnolia Story,Chip Gaines,4.9,5,2016,Non Fiction,389.0,7861.0
391,The Nightingale: A Novel,Kristin Hannah,4.8,11,2016,Fiction,390.0,49288.0
392,"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,36,2016,Non Fiction,391.0,807.0
393,The Very Hungry Caterpillar,Eric Carle,4.9,5,2016,Fiction,392.0,19546.0
394,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,16,2016,Non Fiction,393.0,7508.0
395,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,10,2016,Fiction,394.0,8842.0
396,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,23,2016,Non Fiction,395.0,11128.0
397,To Kill a Mockingbird,Harper Lee,4.8,0,2016,Fiction,396.0,26234.0
398,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,9,2016,Non Fiction,397.0,4585.0
399,When Breath Becomes Air,Paul Kalanithi,4.8,14,2016,Non Fiction,398.0,13779.0
400,Wonder,R. J. Palacio,4.8,9,2016,Fiction,399.0,21625.0
401,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,8,2016,Non Fiction,400.0,14331.0
402,1984 (Signet Classics),George Orwell,4.7,6,2017,Fiction,401.0,21424.0
403,A Gentleman in Moscow: A Novel,Amor Towles,4.7,15,2017,Fiction,402.0,19699.0
404,A Man Called Ove: A Novel,Fredrik Backman,4.6,8,2017,Fiction,403.0,23848.0
405,Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.7,9,2017,Non Fiction,404.0,9374.0
406,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,5,2017,Fiction,405.0,14344.0
407,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,5,2017,Fiction,406.0,10922.0
408,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,4.9,8,2017,Fiction,407.0,4786.0
409,First 100 Words,Roger Priddy,4.7,4,2017,Non Fiction,408.0,17323.0
410,Giraffes Can't Dance,Giles Andreae,4.8,4,2017,Fiction,409.0,14038.0
411,Goodnight Moon,Margaret Wise Brown,4.8,5,2017,Fiction,410.0,8837.0
412,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",J.K. Rowling,4.9,30,2017,Fiction,411.0,3146.0
413,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,14,2017,Non Fiction,412.0,15526.0
414,How to Win Friends & Influence People,Dale Carnegie,4.7,11,2017,Non Fiction,413.0,25001.0
415,If Animals Kissed Good Night,Ann Whitford Paul,4.8,4,2017,Fiction,414.0,16643.0
416,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.6,17,2017,Non Fiction,415.0,8393.0
417,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,4,2017,Non Fiction,416.0,6990.0
418,Leonardo da Vinci,Walter Isaacson,4.5,21,2017,Non Fiction,417.0,3014.0
419,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,11,2017,Non Fiction,418.0,10199.0
420,Milk and Honey,Rupi Kaur,4.7,8,2017,Non Fiction,419.0,17739.0
421,Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,4.4,6,2017,Non Fiction,420.0,3113.0
422,Obama: An Intimate Portrait,Pete Souza,4.9,22,2017,Non Fiction,421.0,3192.0
423,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8,2017,Fiction,422.0,21834.0
424,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,4.5,9,2017,Non Fiction,423.0,1831.0
425,Origin: A Novel (Robert Langdon),Dan Brown,4.3,13,2017,Fiction,424.0,18904.0
426,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,27,2017,Fiction,425.0,16990.0
427,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,46,2017,Non Fiction,426.0,8580.0
428,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,4,2017,Fiction,427.0,4757.0
429,Ready Player One: A Novel,Ernest Cline,4.6,12,2017,Fiction,428.0,22536.0
430,StrengthsFinder 2.0,Gallup,4.0,17,2017,Non Fiction,429.0,5069.0
431,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,8,2017,Non Fiction,430.0,25554.0
432,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,16,2017,Non Fiction,431.0,4725.0
433,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,6,2017,Non Fiction,432.0,23308.0
434,The Getaway,Jeff Kinney,4.8,0,2017,Fiction,433.0,5836.0
435,The Going-To-Bed Book,Sandra Boynton,4.8,5,2017,Fiction,434.0,5249.0
436,The Handmaid's Tale,Margaret Atwood,4.3,7,2017,Fiction,435.0,29442.0
437,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7,2017,Non Fiction,436.0,7368.0
438,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,11,2017,Non Fiction,437.0,22641.0
439,The Pout-Pout Fish,Deborah Diesen,4.8,5,2017,Fiction,438.0,9784.0
440,The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,8,2017,Fiction,439.0,19720.0
441,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,15,2017,Non Fiction,440.0,26490.0
442,The Sun and Her Flowers,Rupi Kaur,4.7,9,2017,Non Fiction,441.0,5487.0
443,The Very Hungry Caterpillar,Eric Carle,4.9,5,2017,Fiction,442.0,19546.0
444,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,16,2017,Non Fiction,443.0,7508.0
445,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,10,2017,Fiction,444.0,8842.0
446,Thirteen Reasons Why,Jay Asher,4.5,9,2017,Fiction,445.0,7932.0
447,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,23,2017,Non Fiction,446.0,11128.0
448,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,21,2017,Non Fiction,447.0,4360.0
449,What Happened,Hillary Rodham Clinton,4.6,18,2017,Non Fiction,448.0,5492.0
450,Wonder,R. J. Palacio,4.8,9,2017,Fiction,449.0,21625.0
451,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,8,2017,Non Fiction,450.0,14331.0
452,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,4.7,15,2018,Non Fiction,451.0,18979.0
453,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,4.7,3,2018,Non Fiction,452.0,5983.0
454,A Wrinkle in Time (Time Quintet),Madeleine L'Engle,4.5,5,2018,Fiction,453.0,5153.0
455,Becoming,Michelle Obama,4.8,11,2018,Non Fiction,454.0,61133.0
456,Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,4.3,8,2018,Fiction,455.0,6143.0
457,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,5,2018,Fiction,456.0,10922.0
458,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,4.9,6,2018,Fiction,457.0,5062.0
459,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,4,2018,Fiction,458.0,7235.0
460,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,4.9,6,2018,Fiction,459.0,5470.0
461,Educated: A Memoir,Tara Westover,4.7,15,2018,Non Fiction,460.0,28729.0
462,Fahrenheit 451,Ray Bradbury,4.6,8,2018,Fiction,461.0,10721.0
463,Fear: Trump in the White House,Bob Woodward,4.4,2,2018,Non Fiction,462.0,6042.0
464,Fire and Fury: Inside the Trump White House,Michael Wolff,4.2,6,2018,Non Fiction,463.0,13677.0
465,First 100 Words,Roger Priddy,4.7,4,2018,Non Fiction,464.0,17323.0
466,Giraffes Can't Dance,Giles Andreae,4.8,4,2018,Fiction,465.0,14038.0
467,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,12,2018,Non Fiction,466.0,22288.0
468,Goodnight Moon,Margaret Wise Brown,4.8,5,2018,Fiction,467.0,8837.0
469,Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,4.8,22,2018,Non Fiction,468.0,3776.0
470,How to Win Friends & Influence People,Dale Carnegie,4.7,11,2018,Non Fiction,469.0,25001.0
471,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,13,2018,Non Fiction,470.0,7396.0
472,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,4.8,8,2018,Non Fiction,471.0,2507.0
473,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",Jill Twiss,4.9,13,2018,Fiction,472.0,11881.0
474,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,4.4,6,2018,Non Fiction,473.0,7550.0
475,Little Fires Everywhere,Celeste Ng,4.5,12,2018,Fiction,474.0,25706.0
476,Magnolia Table: A Collection of Recipes for Gathering,Joanna Gaines,4.8,16,2018,Non Fiction,475.0,9867.0
477,Milk and Honey,Rupi Kaur,4.7,8,2018,Non Fiction,476.0,17739.0
478,"Oh, the Places You'll Go!",Dr. Seuss,4.9,8,2018,Fiction,477.0,21834.0
479,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,5,2018,Non Fiction,478.0,10820.0
480,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,27,2018,Fiction,479.0,16990.0
481,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,46,2018,Non Fiction,480.0,8580.0
482,Ready Player One: A Novel,Ernest Cline,4.6,12,2018,Fiction,481.0,22536.0
483,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,20,2018,Non Fiction,482.0,7802.0
484,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,6,2018,Non Fiction,483.0,23047.0
485,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,16,2018,Non Fiction,484.0,3923.0
486,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,8,2018,Non Fiction,485.0,25554.0
